user,model
Can I view my from  *
classtextbook requirements on My ASU?,"While MyASU is a central portal, textbook information is typically found through other sources, primarily the course syllabus or the ASU Bookstore website. MyASU may provide links to these resources, but the detailed textbook information is usually housed elsewhere.

**Typical Ways to Find Textbook Information:**

1.  **Course Syllabus:** The course syllabus is the most reliable source for required and recommended textbooks. Instructors usually list the textbook information, including title, author, edition, and ISBN, in the syllabus. You can often access syllabi through Canvas (ASU's learning management system) or from your instructor directly.
2.  **ASU Bookstore Website:** The ASU Bookstore website (usually a separate website, often operated by a third-party vendor) allows you to search for textbooks by course and section. This is a very common method.
3.  **(Potential Links in MyASU):** MyASU *might* have links that take you to the ASU Bookstore website or to course information that includes textbook details. Look for links within your from  *
classschedule or course details in MyASU.

**Why Textbook Information Is Usually Not Fully Integrated into MyASU:**

*   **External Management:** Textbook information is often managed by the ASU Bookstore or directly by instructors. Integrating this data into MyASU would require constant updates and coordination with external systems.
*   **Bookstore Functionality:** Bookstore websites have specialized search functions, pricing information, and options for buying or renting textbooks.
*   **Syllabus as Primary Source:** The syllabus is the official document for each course, and instructors are responsible for providing accurate textbook information within it.

**How to Find Textbook Information (Steps):**

1.  **Check Your Course Syllabus First:** This is the most reliable source. Look for a section labeled ""Required Texts,"" ""Course Materials,"" or something similar.
2.  **Visit the ASU Bookstore Website:** If the syllabus doesn't have the information or you prefer to search online, visit the ASU Bookstore website.
3.  **Check MyASU for Links (If Available):** Check your from  *
classschedule or course details in MyASU for any links to textbook information or the bookstore website.

**Key Points:**

*   **Syllabus is Key:** The course syllabus is the primary source for textbook information.
*   **ASU Bookstore Website:** The ASU Bookstore website is another important resource for finding and purchasing textbooks.
*   **MyASU May Provide Links:** Look for links within MyASU for quick access to these resources.

By following these steps, you can find the textbook information you need for your classes."
How do I access tech support through My ASU?,"While MyASU is a central portal, direct tech support is usually accessed through the ASU University Technology Office (UTO) website or a dedicated help desk. MyASU *might* provide links to these resources, but the actual support services are typically handled externally.

**How to Access Tech Support:**

1.  **Search the ASU Website for ""Tech Support,"" ""Help Desk,"" or ""UTO"":** The quickest way is to search on the main ASU website (asu.edu) using keywords like ""tech support,"" ""help desk,"" ""UTO,"" or ""IT support.""
2.  **Visit the UTO Website:** The ASU University Technology Office (UTO) website is the main source for technology-related information and support. (Insert link to UTO website if readily available)
3.  **(Potential Links in MyASU):** MyASU *may* have links to the UTO website or a help desk portal. Look for sections like ""Help,"" ""Support,"" or ""Resources.""

**Typical Tech Support Resources:**

*   **Knowledge Base/FAQ:** A collection of articles and FAQs that answer common technology questions.
*   **Help Desk/Service Desk:** A contact center where you can get help via phone, email, or chat.
*   **Service Catalog:** A list of available IT services and how to request them.
*   **System Status Updates:** Information about any current outages or service disruptions.

**Why Tech Support Is Usually Not Fully Integrated into MyASU:**

*   **Specialized Support:** Tech support requires specialized tools, knowledge bases, and ticketing systems that are best managed on a dedicated platform.
*   **Broader Scope:** Tech support is not just for MyASU; it covers a wide range of technology issues related to ASU systems, networks, software, and hardware.
*   **Centralized IT Management:** The UTO is responsible for managing all university technology, so it makes sense for them to have their own dedicated support resources.

**Key Points:**

*   **asu.edu (Search is Best):** Searching the ASU website is the most efficient way to find tech support.
*   **UTO Website is Key:** The ASU UTO website is the central resource for tech support information.
*   **MyASU May Provide Links:** Check MyASU for convenient links to tech support resources.

By following these steps, you can find the appropriate tech support resources at ASU."
Where can I find information about registration holds on My ASU?,"Registration holds prevent you from registering for classes and can be due to various reasons. You can find information about any holds on your account directly within MyASU.

**Steps to Find Information About Holds:**

1.  **Log in to MyASU:** Go to my.asu.edu and log in with your ASUrite ID and password.
2.  **Look for a ""Holds,"" ""Alerts,"" ""Tasks,"" or ""To-Do List"" Section:** On the MyASU homepage, there's usually a prominent section displaying important alerts, tasks, or holds on your account. It might be labeled ""Holds,"" ""Alerts,"" ""Priority Tasks,"" ""To-Do List,"" or something similar.
3.  **Click on the Holds Notification/Link:** If you see a notification indicating a hold, click on it for more details. Alternatively, there might be a dedicated ""Holds"" section you can navigate to.

**Information Typically Shown About Holds:**

*   **Type of Hold:** The reason for the hold (e.g., academic advising hold, financial hold, immunization hold).
*   **Office/Department Placing the Hold:** The office or department responsible for the hold (e.g., Academic Advising, Student Business Services, Health Services).
*   **Contact Information:** Contact information for the relevant office or department.
*   **Instructions for Resolving the Hold:** Specific instructions on how to resolve the hold (e.g., schedule an advising appointment, pay a balance, submit immunization records).

**Common Types of Holds and How to Resolve Them:**

*   **Academic Advising Hold:** Requires you to meet with your academic advisor before registering. Contact your advising office to schedule an appointment.
*   **Financial Hold:** Usually due to an outstanding balance on your account. Contact Student Business Services to make a payment or set up a payment plan.
*   **Immunization Hold:** Requires you to submit proof of required immunizations to Health Services.
*   **Missing Documents Hold:** Requires you to submit missing documents, such as transcripts or test scores. Contact the Admissions Office or the relevant department.

**Key Points:**

*   **MyASU is the Central Location:** All holds on your account are displayed in MyASU.
*   **Address Holds Promptly:** It's important to address any holds on your account as soon as possible to avoid delaying your registration.
*   **Contact the Relevant Office:** If you have any questions about a specific hold or how to resolve it, contact the office or department that placed the hold.

By checking MyASU and following the instructions provided, you can resolve any registration holds and ensure you can register for classes."
How do I enroll in direct deposit through My ASU?,"While many student services are accessible through MyASU, setting up direct deposit for refunds or payroll (if you're a student worker) is usually handled through a separate system, often managed by Student Business Services or Payroll. MyASU might provide a link, but the setup process is typically external.

**How to Enroll in Direct Deposit:**

1.  **Search the ASU Website for ""Direct Deposit,"" ""Student Refunds,"" or ""Payroll"":** The best way to find the correct information is to search on the main ASU website (asu.edu) using keywords like ""direct deposit,"" ""student refunds,"" ""payroll,"" or ""electronic refunds.""
2.  **Check the Student Business Services or Payroll Website:** These offices are usually responsible for managing direct deposit. Look for information on their websites.
3.  **(Potential Links in MyASU):** MyASU *might* have links to the relevant pages for setting up direct deposit. Look for sections related to ""Finances,"" ""My Finances,"" ""Student Accounts,"" or ""Payroll.""

**Information You Will Typically Need:**

*   **Bank Name:** The name of your bank or credit union.
*   **Bank Account Number:** Your checking or savings account number.
*   **Bank Routing Number (ABA Routing Number):** The routing number for your bank. This is a nine-digit number that identifies your bank.
*   **Account Type:** Whether you want to deposit funds into a checking or savings account.

**Why Direct Deposit Setup Is Often External to MyASU:**

*   **Financial Security:** Handling banking information requires strict security protocols. Keeping this process separate from the general student portal can enhance security.
*   **Integration with Banking Systems:** Direct deposit requires integration with banking systems, which are often handled by specialized financial software.
*   **Payroll vs. Refunds:** The process might be slightly different depending on whether you're setting up direct deposit for student refunds or for payroll if you work for ASU.

**Key Points:**

*   **asu.edu (Search is Best):** Searching the ASU website is the most efficient way to find the direct deposit setup information.
*   **Student Business Services/Payroll:** These offices are usually responsible for direct deposit.
*   **MyASU May Provide Links:** Look for links within MyASU that might redirect you to the correct resources.

By following these steps, you can find the correct way to enroll in direct deposit at ASU."
Can I grant parent/guest access to My ASU?,"ASU, like most universities, is bound by the Family Educational Rights and Privacy Act (FERPA), which protects the privacy of student educational records. Because of FERPA, parents or guests cannot directly access a student's MyASU account without the student's explicit consent. ASU provides a method for students to grant this access, often called ""Authorized User Access,"" ""Guest Access,"" or similar.

**How to Grant Parent/Guest Access:**

1.  **Log in to MyASU:** Go to my.asu.edu and log in with your ASUrite ID and password.
2.  **Look for ""Profile,"" ""Personal Information,"" ""Account,"" or ""Authorized Users"":** Look for a section related to your profile, account settings, or authorized users. The label may vary slightly.
3.  **Find the ""Authorized User Access,"" ""Guest Access,"" or Similar Option:** Within your profile or account settings, there should be an option to grant access to a parent or guest.
4.  **Add Guest Information:** You will typically need to provide the guest's name and email address.
5.  **Set Permissions/Access Levels:** This is a crucial step. You will choose what information your guest can access. Common options include:
    *   **Financial Information:** Access to tuition bills, payment history, and financial aid information.
    *   **Academic Information:** Access to grades, from  *
classschedule, and academic progress reports.
    *   **Both Financial and Academic Information:**
6.  **Save/Confirm Changes:** Once you have set the permissions, save or confirm the changes. Your guest will usually receive an email with instructions on how to access the designated information.

**Limitations and Settings:**

*   **Student Control:** The student has complete control over what information the guest can access.
*   **Revoking Access:** The student can revoke guest access at any time.
*   **FERPA Protection:** This process is designed to comply with FERPA regulations.
*   **No Direct Login to Student's MyASU:** The guest will not log in *as* the student. They will have a separate login with limited access to the designated information.

**Key Points:**

*   **FERPA is Important:** FERPA protects student privacy, and ASU takes this very seriously.
*   **Student Initiated:** The student *must* initiate the process of granting guest access.
*   **Control Over Access:** Students have full control over what information their guests can see.
*   **Check the ASU Website for Specific Instructions:** The exact steps and labels within MyASU might change slightly. Search ""ASU guest access"" or ""ASU parent access"" on the ASU website for the most current instructions.

By following these steps, students can grant limited access to their MyASU information to parents or guests while maintaining control over their privacy."
How do I view my test scores on My ASU?,"You can view certain test scores on MyASU, primarily those related to placement or admission. Here's how:

**Steps to View Test Scores:**

1.  **Log in to MyASU:** Go to my.asu.edu and log in with your ASUrite ID and password.
2.  **Find the ""Grades & Transcripts"" or Similar Section:** On the MyASU homepage or within a menu (often under ""My Classes"" or ""Academics""), look for a section related to grades and transcripts.
3.  **Click on ""Transcripts & Test Scores"" or ""Placement/Admission Scores"":** Within the Grades & Transcripts section, there should be a link or tab specifically for test scores. It might be labeled ""Transcripts & Test Scores"" or ""Placement/Admission Scores.""

**Types of Scores Typically Available:**

*   **Placement Test Scores:** These are scores from tests used to determine your placement in certain courses, such as math placement tests (e.g., ALEKS).
*   **Admission Test Scores (Sometimes):** Some admission test scores, such as ACT, SAT, or AP scores, might be available if you had them sent directly to ASU during the application process.

**Scores You Might *Not* Find on MyASU:**

*   **Course Exams:** Grades from individual exams within your courses are typically found in Canvas or provided by your instructor, not in this section of MyASU.
*   **External Standardized Tests (Unless Sent to ASU):** Scores from tests not directly related to ASU admission or placement (e.g., GRE, GMAT, MCAT) will not be available unless you specifically had them sent to ASU.

**Key Points:**

*   **Placement Scores Are Common:** The most common type of test scores you'll find here are placement test scores used for course placement.
*   **Check with Admissions or Testing Services:** If you are looking for specific scores that you don't see on MyASU, contact the ASU Admissions Office or Testing Services.
*   **Transcripts for Official Records:** For official records of all your coursework and some test scores, you'll need to order an official transcript from the Registrar's Office.

By following these steps, you can access the test scores available on MyASU."
Where can I find information about my residency status on My ASU?,"Your residency status at ASU is important because it affects your tuition rates. While MyASU might display your current residency status, the process for changing or providing documentation for residency is usually handled by a separate office, typically called the Residency Office.

**Where to Find Your Current Residency Status (Potentially on MyASU):**

1.  **Log in to MyASU:** Go to my.asu.edu and log in with your ASUrite ID and password.
2.  **Look for ""Profile,"" ""Personal Information,"" ""Student Profile,"" or Similar:** There might be a section related to your personal information or student profile.
3.  **Check for ""Residency"" or ""Tuition Classification"" Information:** Within your profile, look for a field or section that indicates your residency status (e.g., ""Resident,"" ""Non-Resident"").

**How to Update Your Residency Status:**

Updating your residency status is *not* typically done directly through MyASU. It requires submitting documentation to the Residency Office.

1.  **Visit the Residency Office Website:** The ASU Residency Office website is the primary source for information about residency requirements and the application process. Search ""ASU residency"" on asu.edu to find this office.
2.  **Review Residency Requirements:** Carefully review the residency requirements for tuition purposes. These requirements are set by the Arizona Board of Regents and can be complex.
3.  **Gather Required Documentation:** Gather all the necessary documentation to support your claim for residency. This might include things like:
    *   Arizona driver's license or state ID
    *   Arizona vehicle registration
    *   Proof of physical presence in Arizona for the required time period
    *   Tax returns
    *   Utility bills
4.  **Submit Your Application and Documentation:** Submit your residency application and all supporting documentation to the Residency Office according to their instructions.

**Why Residency Updates Are Handled Separately:**

*   **Legal Requirements:** Residency determination is based on specific legal requirements set by the Arizona Board of Regents.
*   **Documentation and Verification:** The process requires careful review of documentation to verify residency claims.
*   **Specialized Expertise:** The Residency Office has specialized expertise in interpreting and applying residency rules.

**Key Points:**

*   **Check the Residency Office Website:** This is the most important resource for information about residency requirements and how to apply for a change in status.
*   **MyASU May Display Your Current Status:** MyASU might show your current classification, but it's not where you make changes.
*   **Contact the Residency Office:** If you have any questions about residency requirements or the application process, contact the Residency Office directly.

By following these steps and working with the Residency Office, you can address any residency-related issues and ensure you are classified correctly for tuition purposes."
How do I access Devil2Devil through My ASU?,"Devil2Devil is no longer an active platform at ASU. It has been replaced by Handshake. Therefore, you cannot access Devil2Devil through My ASU.

To connect with employers, find internships, and explore career opportunities, you should use **Handshake**.

Here's how to access Handshake:

1.  Go to the Handshake website for ASU: [https://asu.joinhandshake.com/](https://asu.joinhandshake.com/)
2.  Log in using your ASUrite ID and password.

Handshake offers a variety of resources, including:

*   **Job and internship postings:** Search for opportunities relevant to your major and interests.
*   **Employer profiles:** Learn about companies and organizations that recruit ASU students.
*   **Career events:** Find and register for career fairs, workshops, and information sessions.
*   **Career resources:** Access articles, guides, and tools to help you with your job search.
*   **On-campus interviews:** Apply for and schedule interviews with employers visiting ASU.

If you have any questions about using Handshake, you can contact ASU Career and Professional Development Services for assistance."
Can I view my major map on My ASU?,"Yes, you can view your major map on My ASU.

Here's how to find it:

1.  Log in to **My ASU** at [my.asu.edu](my.asu.edu).
2.  Look for the **""My Programs""** or **""Academic Progress""** section. This might be a tile on your My ASU home page or a link in the menu.
3.  Within ""My Programs"" or ""Academic Progress,"" you should find a link or tab labeled **""Major Map,"" ""Academic Map,""** or similar. Clicking this will display your personalized major map.

Your major map outlines the recommended coursework and milestones for your specific degree program, helping you stay on track for graduation. It includes information about:

*   **Course sequencing:** Which courses to take in which order.
*   **Critical requirements:** Key courses that must be completed to progress in your major.
*   **Milestones:** Important steps to take throughout your academic journey.

If you are having trouble locating your major map, you can also search for ""Major Map"" within the My ASU search bar, or contact your academic advisor for assistance."
How do I access the ASU Knowledge Base through My ASU?,"While there isn't a direct link or tile specifically labeled ""ASU Knowledge Base"" *within* My ASU, you can easily access it through the main ASU website. My ASU serves as a personalized portal, while the ASU website itself is the central hub for broader information.

Here's how to access the ASU Knowledge Base:

1.  Go to the main ASU website: [https://www.asu.edu/](https://www.asu.edu/)
2.  Use the search bar, usually located at the top of the page.
3.  Search for keywords related to your question or issue. For example, ""financial aid,"" ""registration,"" ""IT support,"" or ""housing.""
4.  The search results will often include articles from the ASU Knowledge Base, which provides detailed information, FAQs, and troubleshooting guides.

Alternatively, you can often find links to specific knowledge base articles from other relevant ASU web pages. For example, if you're on the Financial Aid page, there may be links to related FAQs or knowledge base articles.

In summary, the ASU Knowledge Base is accessed via the main ASU website search, not directly through a dedicated link within My ASU."
Where can I submit service requests or questions on My ASU?,"While My ASU itself doesn't have a universal ""submit a service request"" button for all issues, it offers several ways to get help depending on the type of question or request:

1.  **Help Center/Support Resources:** Look for a ""Help"" or ""Support"" link, often found in the footer or header of My ASU. This may lead you to a page with FAQs, contact information for various departments, or links to specific support resources.

2.  **Contacting Specific Departments:** My ASU provides access to various departmental resources. For example:
    *   **Financial Aid:** Look for a ""Financial Aid"" section within My ASU. This section often has contact information, FAQs, and sometimes secure messaging options for financial aid-related inquiries.
    *   **Registration:** The ""Registration"" or ""Classes"" section may have contact information for the registrar's office or relevant support staff.
    *   **Technology Support (UITS):** Search for ""UITS"" or ""IT Support"" on the ASU website. This will lead you to resources for technology-related issues, including a help desk and sometimes online support portals.

3.  **Chat Support:** Some areas of My ASU or related ASU websites may offer live chat support. Look for a chat icon or button, usually in the bottom corner of the screen.

4.  **ASU Service Center:** For general inquiries or if you are unsure who to contact, the ASU Service Center can help direct you to the appropriate resources. You can find their contact information on the ASU website.

5. **My ASU Search Bar:** Using the search bar within My ASU can often direct you to relevant information or resources. For example, searching ""financial aid appeal"" may lead you to the correct page for submitting an appeal.

It's important to identify the specific nature of your request to find the most appropriate channel for submitting it. My ASU serves as a central hub, but the actual support and service request mechanisms are often handled by individual departments."
How do I check the status of my open cases on My ASU?,"The ability to directly track the status of ""open cases"" within My ASU depends on the specific type of request you submitted and the department handling it. There isn't a universal ""case tracking"" feature across all services within My ASU.

Here's how you can generally check on the status of different types of requests:

1.  **Financial Aid:** If you submitted a financial aid appeal, application, or other request, check the Financial Aid section within My ASU. Some financial aid systems provide a way to view the status of your application or submitted documents. You may also receive email updates regarding your financial aid status.

2.  **Housing:** If you applied for on-campus housing, the Housing section of My ASU should provide information about your application status, room assignments, and other relevant details.

3.  **Registration/Academic Records:** For registration-related issues or requests submitted to the registrar's office, you may need to contact them directly or check your academic record for any updates.

4.  **IT Support (UITS):** If you submitted a help ticket to UITS, they typically provide a ticket number or confirmation email. You can often track the status of your ticket through their support portal or by contacting their help desk.

5.  **Direct Contact:** The most reliable way to check on the status of a request is often to contact the specific department or office you submitted it to. They can provide the most up-to-date information on your case.

In summary, there is no central ""case tracking"" system in My ASU. You need to check with the specific department responsible for handling your request. If you received a confirmation email or ticket number upon submitting your request, use that information to track its progress."
Can I access live chat support through My ASU?,"Access to live chat support through My ASU is available for certain services, but it's not a universal feature for all departments. It depends on the specific area you need assistance with.

Here's how to check for and use live chat support:

1.  **Check within specific sections of My ASU:** The most likely places to find live chat are within sections related to high-volume student services, such as:
    *   **Financial Aid:** Look for a chat icon or button within the Financial Aid section of My ASU.
    *   **Student Business Services/Tuition and Billing:** There might be a chat option available for billing and payment-related questions.
    *   **Technology Support (UITS):** While not directly within My ASU, the UITS website (reachable through the ASU website) offers live chat support for technology-related issues.

2.  **Look for a chat icon or button:** If live chat is available, it's usually indicated by a chat icon (a speech bubble or similar) or a button labeled ""Live Chat,"" ""Chat with Us,"" or something similar. This is often found in the bottom corner of the screen or within the relevant section of My ASU.

3.  **Initiate the chat:** Click on the chat icon or button to open a chat window. You'll typically be asked to provide some basic information, such as your name, ASU ID, or a brief description of your issue.

4.  **Follow the prompts:** Once connected, follow the prompts from the chat agent. Be prepared to provide details about your question or issue to receive effective assistance.

It's important to note:

*   **Availability:** Live chat support may not be available 24/7. Check for posted hours of operation.
*   **Department-Specific:** As mentioned, chat support is not available for all departments. If you don't see a chat option within the relevant section of My ASU, you'll need to use other contact methods, such as phone or email.

In summary, live chat support is available for some services accessible through or related to My ASU, but it's not a universal feature. Look for chat icons or buttons within specific sections or on the UITS website."
How do I view my academic standing on My ASU?,"You can typically find your academic standing information within the ""Academic Progress,"" ""My Programs,"" or similar section of My ASU. Here's a general guide:

1.  **Log in to My ASU:** Go to [my.asu.edu](my.asu.edu) and log in with your ASUrite ID and password.

2.  **Navigate to Academic Progress/My Programs:** Look for a tile or link labeled ""Academic Progress,"" ""My Programs,"" ""Grades,"" or something similar. This is often located on the main My ASU dashboard or in the menu.

3.  **Look for ""Academic Standing"" or ""Academic Status"":** Within the Academic Progress or My Programs section, there should be a clear indication of your academic standing. This might be labeled as ""Academic Standing,"" ""Academic Status,"" ""Good Standing,"" ""Academic Probation,"" or similar.

4.  **Check your unofficial transcript:** Your unofficial transcript, also accessible through My ASU (usually within the same area as Academic Progress), will also display your academic standing.

Common academic standing designations at ASU (and most universities) include:

*   **Good Standing:** This indicates that you are meeting the academic requirements of the university and your program.
*   **Academic Probation:** This means your GPA has fallen below a certain threshold. You'll usually have a specific timeframe to raise your GPA to avoid further consequences.
*   **Academic Suspension:** This occurs if you don't meet the requirements of academic probation. It means you are temporarily dismissed from the university.

If you cannot locate your academic standing or have questions about what it means, the best course of action is to contact your academic advisor. They can provide personalized guidance and explain any specific requirements or policies related to your program."
Where can I find information about my academic support team on My ASU?,"Information about your academic support team, particularly your academic advisor, is usually found within the ""My Programs"" or ""Academic Progress"" section of My ASU. Here's a breakdown:

1.  **Log in to My ASU:** Go to [my.asu.edu](my.asu.edu) and log in with your ASUrite ID and password.

2.  **Navigate to ""My Programs"" or ""Academic Progress"":** Look for a tile or link with this title or similar wording (e.g., ""Academic Advising,"" ""Advising Resources""). This is often found on the main My ASU dashboard or within a menu.

3.  **Find Advisor Information:** Within this section, you should find your assigned academic advisor's name, contact information (email and sometimes phone number), and potentially a link to schedule an appointment. This information is often displayed prominently or under a heading like ""My Advisor,"" ""Advisor Information,"" or ""Advising Team.""

4. **Degree Audit or Major Map:** Sometimes, advisor information is also linked within your degree audit or major map, as they are key resources for academic planning.

5. **Student Success Center/Advising Website:** If you have trouble finding your advisor's information within My ASU, you can also search the ASU website for your college or school's advising page or the general Student Success Center website. These resources often have directories or tools to help you find your assigned advisor.

Key things to look for:

*   **Advisor Name:** This is the primary way to identify your assigned advisor.
*   **Contact Information:** Typically includes email address and sometimes a phone number.
*   **Scheduling Link/Instructions:** Some departments use online scheduling tools, while others prefer email or phone contact to set up appointments.

If you are a new student or have recently changed your major, it may take a short time for your advisor assignment to be updated in My ASU. If you cannot find your advisor's information after a reasonable period, contact your college or school's advising office directly."
How do I access college-specific news and events on My ASU?,"While My ASU is a personalized portal, it doesn't typically aggregate news and events at the *college* level directly within the platform itself. College-specific news and events are usually found on the individual college or school websites within the main ASU website.

Here's how to find this information:

1.  **Go to the ASU Website:** Start at the main ASU website: [www.asu.edu](www.asu.edu)

2.  **Find Your College/School:** Use the website's navigation or search bar to find the website for your specific college or school (e.g., Ira A. Fulton Schools of Engineering, W. P. Carey School of Business, College of Liberal Arts and Sciences). College websites are usually accessible from the main ASU website's ""Academics"" or ""About ASU"" sections.

3.  **Look for News and Events Sections:** Once on your college's website, look for sections titled ""News,"" ""Events,"" ""Announcements,"" or similar. These sections will typically contain:
    *   **News articles:** Stories about research, faculty achievements, student accomplishments, and other relevant happenings within the college.
    *   **Event calendars:** Listings of upcoming lectures, workshops, conferences, career fairs, and other events hosted by the college.

4.  **College Social Media:** Many colleges also maintain active social media accounts (Facebook, Twitter, Instagram, etc.). Following these accounts is another good way to stay updated on news and events.

5.  **College Newsletters/Email Lists:** Some colleges may offer email newsletters or mailing lists you can subscribe to for regular updates. Look for signup forms on the college's website.

While My ASU provides personalized academic information, college-specific news and events are primarily communicated through the college's own website and communication channels."
Can I view parking availability through My ASU?,"While My ASU itself doesn't directly show real-time parking availability, it provides links and resources to help you find parking information. The primary resource for parking at ASU is the ASU Parking and Transit Services website.

Here's how to find parking information:

1. **Go to the ASU Parking and Transit Services Website:** The most direct way to get parking information is to visit the Parking and Transit Services website. You can find it by searching ""ASU Parking"" or ""ASU Parking and Transit"" on the main ASU website ([www.asu.edu](www.asu.edu)).

2. **Check for Parking Maps and Availability Information:** The Parking and Transit website usually provides:
    * **Parking Maps:** Detailed maps of all ASU campuses showing parking locations, permit types, and other relevant information.
    * **Real-Time Parking Availability (Sometimes):** Some campuses may have systems that provide real-time updates on parking availability in certain garages or lots. Check the website for availability maps or counters. This is more common in larger parking structures.
    * **Parking Permits:** Information on how to purchase parking permits, including different permit options and pricing.
    * **Alternative Transportation Options:** Information on alternative transportation, such as shuttles, light rail, and bike parking.

3. **My ASU and Parking:** While direct real-time availability isn't within My ASU, you might find links to the Parking and Transit Services website within sections related to campus services or student resources.

In summary, you cannot directly view real-time parking availability *within* My ASU. The ASU Parking and Transit Services website is the primary resource for parking maps, permit information, and potentially real-time availability updates on certain campuses."
How do I access real-time transit information on My ASU?,"My ASU doesn't typically display real-time transit information directly. However, it may provide links to external resources that offer this data. The primary resources for real-time transit information related to ASU are external apps and websites.

Here's how to access real-time transit information related to ASU:

1.  **Use Transit Apps:** Popular transit apps like Google Maps, Transit (Citymapper), and others often integrate real-time data for local transit systems, including those serving ASU campuses. These apps can provide:
    *   **Real-time bus and light rail tracking:** See the current location of buses and light rail vehicles on a map.
    *   **Estimated arrival times:** Get accurate predictions of when your bus or train will arrive.
    *   **Route planning:** Plan your trip using public transportation, including walking directions to and from transit stops.

2.  **Check the Valley Metro Website/App:** Valley Metro is the regional public transportation agency for the Phoenix metropolitan area, which includes ASU's campuses. Their website ([valleymetro.org](valleymetro.org)) and app provide real-time information for buses and light rail.

3.  **ASU Transportation Website:** The ASU Parking and Transit Services website (accessible by searching ""ASU Parking"" or ""ASU Transportation"" on the main ASU website) may provide links to relevant transit resources or information about campus shuttles.

4. **My ASU and Transit:** While not directly displaying real-time information, My ASU might contain links to the ASU Transportation website or other transit resources within sections related to campus services or student resources.

In summary, real-time transit information is best accessed through dedicated transit apps (like Google Maps or Transit) or the Valley Metro website/app. My ASU may provide links to these resources, but it doesn't usually display the real-time data itself."
Where can I find the Sun Devil Rewards program on My ASU?,"The Sun Devil Rewards program is generally not accessed directly through My ASU. It's usually a separate platform or integrated into the ASU Athletics website or app.

Here's how to find information about the Sun Devil Rewards program:

1. **ASU Athletics Website:** The primary place to find information about Sun Devil Rewards is the official ASU Athletics website ([thesundevils.com](thesundevils.com)). Look for a section related to ""Fan Zone,"" ""Promotions,"" ""Rewards,"" or similar.

2. **Sun Devil Rewards App (If Available):** There might be a dedicated app for the Sun Devil Rewards program. Check your device's app store (Apple App Store or Google Play Store) for ""Sun Devil Rewards.""

3. **Game Day Information:** Information about Sun Devil Rewards, especially related to earning points at sporting events, is often included in game day information and communications.

4. **ASU Student Life/Engagement Websites:** Sometimes, information about student rewards programs is found on websites related to student life or engagement. You can try searching the ASU website for ""student life"" or ""student engagement"" and then looking for information about rewards programs.

5. **My ASU and Sun Devil Rewards:** While unlikely to have a direct link, My ASU might occasionally have announcements or promotions related to Sun Devil Rewards in its news or announcements section, especially around major sporting events.

In summary, the Sun Devil Rewards program is primarily managed through the ASU Athletics website or a dedicated app, not directly within My ASU."
How do I access my ASU football student tickets through My ASU?,"ASU student football tickets are typically managed through a separate ticketing platform, often SeatGeek, and accessed via a link from My ASU or directly through the ticketing platform's website or app. They are generally not managed directly within My ASU itself.

Here's the typical process:

1. **Log in to My ASU:** Go to [my.asu.edu](my.asu.edu) and log in with your ASUrite ID and password.

2. **Find the Athletics/Student Tickets Section:** Look for a tile or link related to ""Athletics,"" ""Student Tickets,"" ""Sun Devil Athletics,"" or something similar. This is often on the main My ASU dashboard or within a menu.

3. **Click on the Ticket Link/Banner:** Within the Athletics or Student Tickets section, there will likely be a link or banner that directs you to the ticketing platform (often SeatGeek). This link may be specific to student tickets.

4. **Log in to the Ticketing Platform:** You will likely be redirected to an external website or app (like SeatGeek). You may need to log in with your ASUrite ID and password or create an account if you haven't already.

5. **Claim/Manage Your Tickets:** Once logged into the ticketing platform, you should be able to:
    *   **Claim your student tickets:** If tickets are distributed on a first-come, first-served basis, you'll claim your ticket for the game.
    *   **View your tickets:** Access digital tickets or manage your ticket inventory.
    *   **Transfer tickets:** If allowed, you can transfer tickets to other students.

6. **Check Email Communications:** ASU Athletics often sends email communications to students regarding ticket availability, claim periods, and other important information. Make sure to check your ASU email regularly.

In summary, while My ASU acts as a starting point by providing a link, the actual management of student football tickets happens on a separate ticketing platform. Look for the Athletics or Student Tickets section within My ASU to find the link to the appropriate platform."
Can I create group chats with classmates through My ASU?,"My ASU itself does *not* have a built-in feature for creating general group chats with classmates. It's primarily a portal for academic records, financial aid, and other administrative tasks.

However, there are other ways to connect with classmates:

1. **Canvas (Learning Management System):** If your courses use Canvas (ASU's learning management system), it often has features for communication, including:
    * **Discussions:** Forums where students can post and respond to messages related to course content.
    * **Announcements:** Instructors can send announcements to the entire class.
    * **Inbox/Messaging:** Some instructors may enable direct messaging between students within Canvas.

2. **Class-Specific Communication Platforms (Instructor Preference):** Some instructors may use other communication platforms like Slack, Discord, or GroupMe for from  *
classdiscussions and announcements. They will usually inform students about this at the beginning of the course.

3. **Student Organizations and Clubs:** Joining student organizations or clubs related to your major or interests is a great way to connect with classmates who share similar interests.

4. **Study Groups (Organized Independently):** Students often form study groups independently using various messaging apps or social media platforms.

While My ASU doesn't offer a direct group chat feature, Canvas and other communication platforms used by instructors, along with student organizations and independently organized study groups, are the primary ways students connect and communicate with each other."
How do I purchase from  *
